Date,Product Name,Quantity
2023-02-10,Product Z,20
2023-02-11,Product G,72
2023-02-11,Product K,53
2023-02-11,Product H,16
2023-02-11,Product J,64
2023-02-11,Product A,16
2023-02-11,Product E,7
2023-02-11,Product B,3
2023-02-11,Product D,3
2023-02-11,Product I,43
2023-02-11,Product L,26
2023-02-11,Product C,57
2023-02-11,Product F,96
2023-02-11,Product M,5
2023-02-11,Product N,2
2023-02-11,Product O,1
2023-02-11,Product P,45
2023-02-11,Product Q,83
2023-02-11,Product R,95
2023-02-11,Product S,1
2023-02-11,Product T,20
2023-02-11,Product U,16
2023-02-11,Product V,41
2023-02-11,Product W,83
2023-02-11,Product X,92
2023-02-11,Product Y,32
2023-02-11,Product Z,3
2023-02-12,Product G,22
2023-02-12,Product K,18
2023-02-12,Product H,30
2023-02-12,Product J,67
2023-02-12,Product A,87
2023-02-12,Product E,48
2023-02-12,Product B,38
2023-02-12,Product D,46
2023-02-12,Product I,43
2023-02-12,Product L,81
2023-02-12,Product C,23
2023-02-12,Product F,99
2023-02-12,Product M,92
2023-02-12,Product N,39
2023-02-12,Product O,78
2023-02-12,Product P,94
2023-02-12,Product Q,22
2023-02-12,Product R,77
2023-02-12,Product S,42
2023-02-12,Product T,35
2023-02-12,Product U,46
2023-02-12,Product V,37
2023-02-12,Product W,4
2023-02-12,Product X,13
2023-02-12,Product Y,67
2023-02-12,Product Z,91
2023-02-13,Product G,47
2023-02-13,Product K,74
2023-02-13,Product H,100
2023-02-13,Product J,55
2023-02-13,Product A,37
2023-02-13,Product E,13
2023-02-13,Product B,12
2023-02-13,Product D,86
2023-02-13,Product I,18
2023-02-13,Product L,10
2023-02-13,Product C,34
2023-02-13,Product F,80
2023-02-13,Product M,69
2023-02-13,Product N,23
2023-02-13,Product O,22
2023-02-13,Product P,0
2023-02-13,Product Q,96
2023-02-13,Product R,7
2023-02-13,Product S,81
2023-02-13,Product T,79
2023-02-13,Product U,76
2023-02-13,Product V,16
2023-02-13,Product W,12
2023-02-13,Product X,61
2023-02-13,Product Y,77
2023-02-13,Product Z,91
2023-02-14,Product G,44
2023-02-14,Product K,58
2023-02-14,Product H,5
2023-02-14,Product J,93
2023-02-14,Product A,72
2023-02-14,Product E,57
2023-02-14,Product B,7
2023-02-14,Product D,89
2023-02-14,Product I,83
2023-02-14,Product L,80
2023-02-14,Product C,17
2023-02-14,Product F,94
2023-02-14,Product M,65
2023-02-14,Product N,65
2023-02-14,Product O,14
2023-02-14,Product P,83
2023-02-14,Product Q,82
2023-02-14,Product R,56
2023-02-14,Product S,90
2023-02-14,Product T,60
2023-02-14,Product U,74
2023-02-14,Product V,95
2023-02-14,Product W,39
2023-02-14,Product X,25
2023-02-14,Product Y,14
2023-02-14,Product Z,4
2023-02-15,Product G,95
2023-02-15,Product K,22
2023-02-15,Product H,30
2023-02-15,Product J,66
2023-02-15,Product A,96
2023-02-15,Product E,82
2023-02-15,Product B,94
2023-02-15,Product D,85
2023-02-15,Product I,44
2023-02-15,Product L,87
2023-02-15,Product C,93
2023-02-15,Product F,93
2023-02-15,Product M,55
2023-02-15,Product N,26
2023-02-15,Product O,41
2023-02-15,Product P,36
2023-02-15,Product Q,18
2023-02-15,Product R,15
2023-02-15,Product S,18
2023-02-15,Product T,71
2023-02-15,Product U,21
2023-02-15,Product V,28
2023-02-15,Product W,87
2023-02-15,Product X,78
2023-02-15,Product Y,90
2023-02-15,Product Z,24
2023-02-16,Product G,23
2023-02-16,Product K,78
2023-02-16,Product H,12
2023-02-16,Product J,30
2023-02-16,Product A,19
2023-02-16,Product E,60
2023-02-16,Product B,39
2023-02-16,Product D,56
2023-02-16,Product I,80
2023-02-16,Product L,96
2023-02-16,Product C,0
2023-02-16,Product F,55
2023-02-16,Product M,1
2023-02-16,Product N,69
2023-02-16,Product O,68
2023-02-16,Product P,13
2023-02-16,Product Q,39
2023-02-16,Product R,27
2023-02-16,Product S,88
2023-02-16,Product T,43
2023-02-16,Product U,17
2023-02-16,Product V,13
2023-02-16,Product W,9
2023-02-16,Product X,63
2023-02-16,Product Y,72
2023-02-16,Product Z,17
2023-02-17,Product G,92
2023-02-17,Product K,71
2023-02-17,Product H,8
2023-02-17,Product J,22
2023-02-17,Product A,45
2023-02-17,Product E,38
2023-02-17,Product B,66
2023-02-17,Product D,27
2023-02-17,Product I,97
2023-02-17,Product L,43
2023-02-17,Product C,50
2023-02-17,Product F,64
2023-02-17,Product M,13
2023-02-17,Product N,74
2023-02-17,Product O,47
2023-02-17,Product P,64
2023-02-17,Product Q,12
2023-02-17,Product R,70
2023-02-17,Product S,42
2023-02-17,Product T,49
2023-02-17,Product U,26
2023-02-17,Product V,51
2023-02-17,Product W,39
2023-02-17,Product X,42
2023-02-17,Product Y,39
2023-02-17,Product Z,74
2023-02-18,Product G,99
2023-02-18,Product K,66
2023-02-18,Product H,40
2023-02-18,Product J,50
2023-02-18,Product A,81
2023-02-18,Product E,90
2023-02-18,Product B,47
2023-02-18,Product D,75
2023-02-18,Product I,64
2023-02-18,Product L,98
2023-02-18,Product C,99
2023-02-18,Product F,55
2023-02-18,Product M,68
2023-02-18,Product N,48
2023-02-18,Product O,12
2023-02-18,Product P,12
2023-02-18,Product Q,67
2023-02-18,Product R,85
2023-02-18,Product S,39
2023-02-18,Product T,4
2023-02-18,Product U,20
2023-02-18,Product V,18
2023-02-18,Product W,94
2023-02-18,Product X,33
2023-02-18,Product Y,75
2023-02-18,Product Z,100
2023-02-19,Product G,3
2023-02-19,Product K,38
2023-02-19,Product H,55
2023-02-19,Product J,33
2023-02-19,Product A,87
2023-02-19,Product E,20
2023-02-19,Product B,45
2023-02-19,Product D,34
2023-02-19,Product I,92
2023-02-19,Product L,94
2023-02-19,Product C,53
2023-02-19,Product F,68
2023-02-19,Product M,92
2023-02-19,Product N,18
2023-02-19,Product O,0
2023-02-19,Product P,21
2023-02-19,Product Q,48
2023-02-19,Product R,7
2023-02-19,Product S,88
2023-02-19,Product T,98
2023-02-19,Product U,94
2023-02-19,Product V,81
2023-02-19,Product W,17
2023-02-19,Product X,27
2023-02-19,Product Y,83
2023-02-19,Product Z,79
2023-02-20,Product G,25
2023-02-20,Product K,100
2023-02-20,Product H,9
2023-02-20,Product J,77
2023-02-20,Product A,13
2023-02-20,Product E,1
2023-02-20,Product B,46
2023-02-20,Product D,9
2023-02-20,Product I,20
2023-02-20,Product L,81
2023-02-20,Product C,89
2023-02-20,Product F,91
2023-02-20,Product M,68
2023-02-20,Product N,37
2023-02-20,Product O,88
2023-02-20,Product P,95
2023-02-20,Product Q,79
2023-02-20,Product R,14
2023-02-20,Product S,38
2023-02-20,Product T,44
2023-02-20,Product U,18
2023-02-20,Product V,91
2023-02-20,Product W,4
2023-02-20,Product X,35
2023-02-20,Product Y,69
2023-02-20,Product Z,44
2023-02-21,Product G,100
2023-02-21,Product K,1
2023-02-21,Product H,25
2023-02-21,Product J,5
2023-02-21,Product A,73
2023-02-21,Product E,60
2023-02-21,Product B,52
2023-02-21,Product D,42
2023-02-21,Product I,30
2023-02-21,Product L,60
2023-02-21,Product C,90
2023-02-21,Product F,17
2023-02-21,Product M,48
2023-02-21,Product N,87
2023-02-21,Product O,64
2023-02-21,Product P,36
2023-02-21,Product Q,97
2023-02-21,Product R,50
2023-02-21,Product S,19
2023-02-21,Product T,16
2023-02-21,Product U,25
2023-02-21,Product V,3
2023-02-21,Product W,94
2023-02-21,Product X,32
2023-02-21,Product Y,52
2023-02-21,Product Z,38
2023-02-22,Product G,9
2023-02-22,Product K,1
2023-02-22,Product H,55
2023-02-22,Product J,94
2023-02-22,Product A,99
2023-02-22,Product E,17
2023-02-22,Product B,7
2023-02-22,Product D,8
2023-02-22,Product I,55
2023-02-22,Product L,30
2023-02-22,Product C,40
2023-02-22,Product F,42
2023-02-22,Product M,40
2023-02-22,Product N,94
2023-02-22,Product O,100
2023-02-22,Product P,78
2023-02-22,Product Q,6
2023-02-22,Product R,41
2023-02-22,Product S,1
2023-02-22,Product T,62
2023-02-22,Product U,64
2023-02-22,Product V,16
2023-02-22,Product W,55
2023-02-22,Product X,46
2023-02-22,Product Y,39
2023-02-22,Product Z,9
2023-02-23,Product G,26
2023-02-23,Product K,20
2023-02-23,Product H,30
2023-02-23,Product J,29
2023-02-23,Product A,26
2023-02-23,Product E,26
2023-02-23,Product B,34
2023-02-23,Product D,61
2023-02-23,Product I,73
2023-02-23,Product L,70
2023-02-23,Product C,70
2023-02-23,Product F,70
2023-02-23,Product M,23
2023-02-23,Product N,21
2023-02-23,Product O,63
2023-02-23,Product P,40
2023-02-23,Product Q,87
2023-02-23,Product R,10
2023-02-23,Product S,42
2023-02-23,Product T,74
2023-02-23,Product U,28
2023-02-23,Product V,5
2023-02-23,Product W,36
2023-02-23,Product X,37
2023-02-23,Product Y,18
2023-02-23,Product Z,43
2023-02-24,Product G,33
2023-02-24,Product K,90
2023-02-24,Product H,4
2023-02-24,Product J,70
2023-02-24,Product A,23
2023-02-24,Product E,5
2023-02-24,Product B,12
2023-02-24,Product D,96
2023-02-24,Product I,23
2023-02-24,Product L,22
2023-02-24,Product C,34
2023-02-24,Product F,85
2023-02-24,Product M,100
2023-02-24,Product N,20
2023-02-24,Product O,94
2023-02-24,Product P,84
2023-02-24,Product Q,33
2023-02-24,Product R,19
2023-02-24,Product S,28
2023-02-24,Product T,66
2023-02-24,Product U,45
2023-02-24,Product V,19
2023-02-24,Product W,2
2023-02-24,Product X,76
2023-02-24,Product Y,88
2023-02-24,Product Z,13
2023-02-25,Product G,33
2023-02-25,Product K,79
2023-02-25,Product H,55
2023-02-25,Product J,85
2023-02-25,Product A,98
2023-02-25,Product E,65
2023-02-25,Product B,3
2023-02-25,Product D,5
2023-02-25,Product I,80
2023-02-25,Product L,47
2023-02-25,Product C,81
2023-02-25,Product F,4
2023-02-25,Product M,61
2023-02-25,Product N,6
2023-02-25,Product O,19
2023-02-25,Product P,84
2023-02-25,Product Q,37
2023-02-25,Product R,5
2023-02-25,Product S,78
2023-02-25,Product T,60
2023-02-25,Product U,66
2023-02-25,Product V,59
2023-02-25,Product W,55
2023-02-25,Product X,6
2023-02-25,Product Y,40
2023-02-25,Product Z,50
2023-02-26,Product G,88
2023-02-26,Product K,92
2023-02-26,Product H,19
2023-02-26,Product J,3
2023-02-26,Product A,80
2023-02-26,Product E,37
2023-02-26,Product B,79
2023-02-26,Product D,34
2023-02-26,Product I,25
2023-02-26,Product L,65
2023-02-26,Product C,48
2023-02-26,Product F,89
2023-02-26,Product M,20
2023-02-26,Product N,64
2023-02-26,Product O,25
2023-02-26,Product P,51
2023-02-26,Product Q,58
2023-02-26,Product R,91
2023-02-26,Product S,36
2023-02-26,Product T,47
2023-02-26,Product U,43
2023-02-26,Product V,62
2023-02-26,Product W,78
2023-02-26,Product X,91
2023-02-26,Product Y,4
2023-02-26,Product Z,88
2023-02-27,Product G,98
2023-02-27,Product K,71
2023-02-27,Product H,61
2023-02-27,Product J,32
2023-02-27,Product A,75
2023-02-27,Product E,69
2023-02-27,Product B,22
2023-02-27,Product D,51
2023-02-27,Product I,57
2023-02-27,Product L,80
2023-02-27,Product C,66
2023-02-27,Product F,14
2023-02-27,Product M,5
2023-02-27,Product N,33
2023-02-27,Product O,0
2023-02-27,Product P,66
2023-02-27,Product Q,100
2023-02-27,Product R,71
2023-02-27,Product S,93
2023-02-27,Product T,41
2023-02-27,Product U,9
2023-02-27,Product V,21
2023-02-27,Product W,60
2023-02-27,Product X,25
2023-02-27,Product Y,22
2023-02-27,Product Z,3
2023-02-28,Product G,52
2023-02-28,Product K,72
2023-02-28,Product H,38
2023-02-28,Product J,49
2023-02-28,Product A,2
2023-02-28,Product E,11
2023-02-28,Product B,73
2023-02-28,Product D,40
2023-02-28,Product I,72
2023-02-28,Product L,88
2023-02-28,Product C,12
2023-02-28,Product F,74
2023-02-28,Product M,65
2023-02-28,Product N,31
2023-02-28,Product O,25
2023-02-28,Product P,89
2023-02-28,Product Q,91
2023-02-28,Product R,17
2023-02-28,Product S,55
2023-02-28,Product T,5
2023-02-28,Product U,96
2023-02-28,Product V,23
2023-02-28,Product W,18
2023-02-28,Product X,44
2023-02-28,Product Y,86
2023-02-28,Product Z,31
2023-03-01,Product G,28
2023-03-01,Product K,0
2023-03-01,Product H,82
2023-03-01,Product J,92
2023-03-01,Product A,60
2023-03-01,Product E,13
2023-03-01,Product B,46
2023-03-01,Product D,34
2023-03-01,Product I,45
2023-03-01,Product L,31
2023-03-01,Product C,94
2023-03-01,Product F,95
2023-03-01,Product M,2
2023-03-01,Product N,39
2023-03-01,Product O,74
2023-03-01,Product P,75
2023-03-01,Product Q,90
2023-03-01,Product R,49
2023-03-01,Product S,87
2023-03-01,Product T,32
2023-03-01,Product U,43
2023-03-01,Product V,71
2023-03-01,Product W,37
2023-03-01,Product X,21
2023-03-01,Product Y,93
2023-03-01,Product Z,16
